"model_id","name","north","south","east","west","lat","lng","scale","rotate","gps_mapping","color","zone_id"
"162","UCLA","34.072139739990234","34.07134246826172","-118.4385757446289","-118.43997955322266","34.071739196777344","-118.43927764892578","0","0",,"ff0000","20"
"144","Church, 15th Ave 43 St NE","47.65974807739258","47.65867614746094","-122.31202697753906","-122.3127670288086","47.659210205078125","-122.31239318847656","0","0",,"ff0000","22"
"145","Power Plant","47.654499054","47.6529998779","-122.3030014038","-122.3040008545","47.653751373291016","-122.30349731445312","0","0",,"ff0000","22"
"146","Johnson Hall","47.654903411865234","47.65410614013672","-122.30815887451172","-122.30956268310547","47.6546028686523","-122.308960778809","0","0",,"ff0000","22"
"147","Architecture","47.65496063232422","47.6541633605957","-122.31013488769531","-122.31153106689453","47.654563903808594","-122.31083679199219","0","0",,"ff0000","22"
"148","Hec Edmundson Pavilion","47.65259552001953","47.65165710449219","-122.30229187011719","-122.30291748046875","47.65212631225586","-122.30260467529297","0","0",,"ff0000","22"
"149","William Gates Hall (Law)","47.65953063964844","47.65877151489258","-122.31015014648438","-122.31156158447266","47.65915298461914","-122.31085205078125","0","0",,"ff0000","22"
"150","Prospect of Whitby Cooperative","42.4549942017","42.4547538757","-76.4819030762","-76.4822998047","42.45487594604492","-76.48210144042969","0","0",,"ff0000","23"
"151","Sieg Hall","47.6552009583","47.654499054","-122.3059997559","-122.3069992065","47.654850006103516","-122.30650329589844","0","0",,"ff0000","22"
"152","Denny Hall","47.6588249206543","47.65762710571289","-122.30790710449219","-122.30937194824219","47.658226013183594","-122.30863952636719","0","0",,"ff0000","22"
"153","Communications","47.6574592590332","47.65622329711914","-122.30467224121094","-122.30643463134766","47.65684127807617","-122.30555725097656","0","0",,"ff0000","22"
"154","Guthrie Hall","47.65415954589844","47.65377426147461","-122.31050872802734","-122.31121826171875","47.65396499633789","-122.31085968017578","0","0",,"ff0000","22"
"155","Meany Hall","47.65599823","47.6551017761","-122.3099975586","-122.3109970093","47.655548095703125","-122.31050109863281","0","0",,"ff0000","22"
"156","Foege Hall","47.652797699","47.6515846252","-122.3119049072","-122.313621521","47.652191162109375","-122.3127670288086","0","0",,"ff0000","22"
"157","Anderson Hall","47.651859283447266","47.65167236328125","-122.30712127685547","-122.30802154541016","47.651763916015625","-122.30757141113281","0","0",,"ff0000","22"
"158","Physics Auditorium","47.65347671508789","47.65239334106445","-122.31038665771484","-122.31177520751953","47.65293502807617","-122.31108093261719","0","0",,"ff0000","22"
"159","Wilson Annex","47.651668548583984","47.65123748779297","-122.30482482910156","-122.30547332763672","47.65145492553711","-122.3051528930664","0","0",,"ff0000","22"
"160","Wilcox Hall","47.6518936157","47.651550293","-122.3041381836","-122.3048019409","47.6517219543457","-122.3044662475586","0","0",,"ff0000","22"
"161","Johnson Hall","47.65489196777344","47.654090881347656","-122.30809783935547","-122.30949401855469","47.6541914245605","-122.30879211425781","0","0",,"ff0000","22"
"163","Physics Astronomy","47.65386962890625","47.65310287475586","-122.3104476928711","-122.31211853027344","47.65348434448242","-122.31128692626953","0","0",,"ff0000","22"
"164","Physics/Astronomy Bldg ","47.65370178222656","47.653465270996094","-122.31067657470703","-122.31170654296875","47.65358352661133","-122.31118774414062","0","0",,"ff0000","22"
"165","Hall Health","47.656497955322266","47.655818939208984","-122.3036880493164","-122.3045883178711","47.656158447265625","-122.30413818359375","0","0",,"ff0000","22"
"166","Electrical Engineering","47.65386199951172","47.6528434753418","-122.3051986694336","-122.30736541748047","47.653350830078125","-122.30628204345703","0","0",,"ff0000","22"
"167","Sylvan Theater","47.65324783325195","47.65224838256836","-122.30542755126953","-122.30714416503906","47.652748107910156","-122.30628204345703","0","0",,"ff0000","22"
"168","White Stag Building, Old Town, Portland, Oregon","45.52384948730469","45.523162841796875","-122.67035675048828","-122.6714096069336","45.52350616455078","-122.67088317871094","0","0",,"ff0000","19"
"169","Art Building","47.65895080566406","47.65774154663086","-122.30559539794922","-122.30744171142578","47.65834426879883","-122.3065185546875","0","0",,"ff0000","22"
"170","Miller Hall","47.65753936767578","47.6568489074707","-122.30587005615234","-122.30695343017578","47.657196044921875","-122.30641174316406","0","0",,"ff0000","22"
"171","Raitt Hall","47.65819549560547","47.65760040283203","-122.30679321289062","-122.30770874023438","47.65789794921875","-122.3072509765625","0","0",,"ff0000","22"
"172","War Memorial","42.447898864746094","42.447086334228516","-76.48774719238281","-76.48824310302734","42.44749069213867","-76.48799896240234","0","0",,"ff0000","23"
"173","Clark Hall","47.65801239013672","47.65718460083008","-122.30455017089844","-122.30529022216797","47.65760040283203","-122.30491638183594","0","0",,"ff0000","22"
"174","MacKenzie Hall","47.65923309326172","47.65838623046875","-122.30674743652344","-122.30785369873047","47.658809661865234","-122.30729675292969","0","0",,"ff0000","22"
"185","Barton Hall","42.44635772705078","42.445579528808594","-76.47990417480469","-76.48163604736328","42.44596862792969","-76.48077392578125","0","0",,"ff0000","23"
"186","Mary Donlon Hall","42.4553642273","42.4546356201","-76.4772796631","-76.4782409668","42.45500183105469","-76.4777603149414","0","0",,"ff0000","23"
"177","Fluke Hall","47.65629577636719","47.65531539916992","-122.30270385742188","-122.30360412597656","47.65580368041992","-122.30315399169922","0","0",,"ff0000","22"
